sponsor,trial_id,label,pred_prob,feat_phase_enc,feat_enroll_z,feat_gap_months,feat_prior_fail_rate_last3,feat_enroll_delta_last3,feat_enroll_slope_last3,feat_phase_prog_last3,feat_gap_mean_last3,feat_intv_diversity_last5,shap_phase_enc,shap_enroll_z,shap_gap_months,shap_prior_fail_rate_last3,shap_enroll_delta_last3,shap_enroll_slope_last3,shap_phase_prog_last3,shap_gap_mean_last3,shap_intv_diversity_last5
PharmaKing,trial_68125,0.0,-0.058055222,0.5,0.14959987,13.695277,0.0,-0.024681177,0.017263006,-0.01666667,9.479535,0.4,0.025186038621817713,0.004224305943165098,-0.02117049073888073,-0.028148827294893364,0.0007497056644971062,0.002598272590170889,0.0006475755137161363,-0.00125631466606795,-0.029127685379331525
Bial - Portela C S.A.,trial_12074,0.0,0.46775755,0.2,-0.2770658,3.7026696,0.1,-0.048110746,-0.06872132,0.0,3.5893223,1.0,0.01931069994356949,0.013149699516997137,0.011617229388669452,-0.005912957019048861,-0.0003714391233295454,0.0018637864069770461,0.00032762511965672003,0.018491764317467362,-0.005871386406084639
"Rutgers, The State University of New Jersey",trial_71237,1.0,0.908268,0.9,-0.7520488,1.9154003,0.41666666,0.1230789,0.27020407,0.13333333,1.7637234,3.0,-0.0050841078186640515,0.013999947792972159,0.005531988972721951,0.05353896059224241,0.0001474515290893706,-6.074372568928375e-05,-0.0013052782282715351,0.00519666802183482,0.02025716848068987
Assistance Publique - Hôpitaux de Paris,trial_6538,0.0,0.11383717,1.6,-0.6150627,0.24312115,0.23333332,-0.10721342,-0.119019866,0.1,0.21355239,1.9,-0.03060232591686508,0.002252098645040576,-0.0044409420903434,0.05331885672715546,-0.0034106425456648707,-0.00031578902281123486,0.001314868826782172,-0.006265427466587278,0.010025422510749196
Loma Linda University,trial_45074,1.0,0.9782849,0.3,-0.6696095,10.799179,0.4666667,0.1303507,0.15308519,-0.1,9.836551,1.0,0.017344631629413926,0.013824021125805084,-0.0262283167496316,0.042930183027288404,0.0007729465049030256,0.0015722589530994923,-0.0011172470589690385,-0.016558711589258354,-0.01355319936349406
Allergan,trial_3720,0.0,-0.56896436,1.6,1.0564673,2.9010265,0.0,-0.0559989,-0.047036696,-0.06666666,2.85065,1.6,-0.022798184050479904,-0.019042732768446667,0.0066984717924621195,-0.03164044600634318,-1.635623036765881e-05,0.0021087315165249955,0.0005778078158854892,0.0049433042441785514,0.006355735813485808
Memorial Sloan Kettering Cancer Center,trial_49759,0.0,-0.77557814,0.8,-2.1112924,0.30225873,0.0,0.0,8.276655e-17,-0.06666667,0.26830935,2.7,0.002365143108181655,-0.05361293916923295,-0.010989061042723522,-0.037139753003211914,-0.0002889968735511366,0.0003573964234067519,0.0005904044222788151,-0.0004415956614728475,0.02320693222552654
Ohio State University Comprehensive Cancer Center,trial_63543,1.0,0.41952953,0.5,-0.86409247,4.0574946,0.1,0.0015416607,0.009249946,-0.016666666,4.030116,2.8,0.013014005878358149,0.006904146746078024,0.008141672588311511,-0.0012398535098085486,0.00021339202463556244,-0.0005176583684578935,0.0013453044282450565,0.004562487729404449,0.021624315251920052
GE Healthcare,trial_28922,0.0,0.3201425,1.8,0.76438236,6.002464,0.2,-0.11598811,-0.1327,-0.1,4.8005476,1.0,-0.023618825728597585,-0.007135936499431223,0.02269032673083433,0.04757558542618977,-0.0007903096902488301,0.0010527003999313278,-0.0019850594771587383,0.003617349269902813,-0.0042621364877486485
Bayer,trial_11076,0.0,0.10899719,0.7,-0.06307241,0.25297743,0.1,-0.018213075,-0.08825226,-0.083333336,0.2699521,1.6,0.006553523210750427,0.0035684758300353267,-0.002211584245169533,0.026128270149371108,-0.0003805964871319388,-0.006624535171971144,-0.00035070951957437944,-0.004701611301726503,0.003810502354550409
AstraZeneca,trial_8186,0.0,0.06718267,0.6,0.14784184,0.0,0.28333333,-0.026675489,0.0022845059,0.049999993,0.0,1.0,0.0060003008114144895,0.0015460651817312953,-0.0032005080311407986,0.01645285393372295,0.000342559768668894,0.0024753555895246993,-5.1162413426742706e-05,-0.007394078315436656,-0.006545049697509966
Swiss Tropical & Public Health Institute,trial_77691,0.0,0.6086732,0.2,0.3224368,5.003696,0.18333334,0.061796643,0.35296342,0.03333333,2.4678988,0.5,0.025506932831252927,-0.0007372020567367189,-0.01248585889218617,-0.0023603459812588643,0.0016853563514827245,0.0013586854768602847,0.001477591167236982,-0.00984581965359491,-0.026160482850260448
"Castle Creek Pharmaceuticals, LLC",trial_17418,0.0,0.48076516,0.2,-0.035347715,0.63737166,0.18333334,-0.019361924,-0.01758014,-0.06666667,0.51307327,0.3,0.02362092519714497,0.007715439959275444,-0.005198583786364176,0.009937281726749177,0.00048437778948200345,0.002367370639244622,-0.0002809160770918186,-0.0069336540048108184,-0.02502419940396794
"University Health Network, Toronto",trial_82920,1.0,0.6810456,1.0,-0.5094471,1.1991786,0.38333333,0.04505855,0.0708739,0.03333332,1.1838467,1.5,-0.005738876988849371,0.011765494788133456,0.004029459432604547,0.05758015627415995,-0.0002699351652644406,-0.0028732626532257,0.003752645864861954,9.047142373671e-05,0.0007532993473141688
Fred Hutchinson Cancer Center,trial_28319,1.0,0.6000629,0.9,-0.29734415,1.3995893,0.13333334,-0.08384683,-0.031833388,-0.083333336,1.4565365,2.9,0.0017427898988244123,0.01168839890705759,-0.00016507924390112943,0.024069565515176913,-5.306874957660752e-05,0.0016235458061639098,0.00023946932702785902,0.00464398077294127,0.021216832157602766
GlaxoSmithKline,trial_33201,1.0,0.21744166,0.2,-0.04145019,0.2201232,0.16666667,0.05764966,0.020644683,0.06666667,0.22067077,1.1,0.013528369436215142,-0.0001589519605067896,-0.001812516992996021,0.03206384315263474,7.579190991941687e-05,-0.004780114451885636,-0.0007960938722085332,-0.005489668544157224,-0.002347784523066366
UCB Pharma SA,trial_81832,0.0,-0.3565831,1.0,0.48798147,4.4320326,0.0,-0.03702013,0.021416957,0.0,3.5033538,0.8,0.005075725916191003,6.790635218687502e-05,-0.004745922536249314,-0.029691846273230526,0.00048175436999439117,0.0025799339779385153,0.0011948505268558954,-0.008220080515647567,-0.022937678583373783
University of Chicago,trial_85697,0.0,0.41404438,1.0,-0.36727038,0.69650924,0.23333332,-0.21698447,-0.2840044,-0.033333324,0.678987,1.9,-0.009146838248881978,0.014227645198750697,-1.7125124233328265e-06,0.044783700901957206,-0.0019566898695951873,0.0032821725511757863,-0.0015380478472095162,-0.006027634929173377,0.001495299504196736
National Institute of Allergy and Infectious Diseases (NIAID),trial_57274,0.0,0.039890476,0.5,0.3978038,0.20041068,0.0,0.02156765,0.03089055,0.0,0.18507871,3.0,0.009116479784075636,-0.0038687171915431457,-0.0017014761096726051,-0.025981889131733844,0.00031796727778163423,-0.0007589329785387576,0.0005560225328664623,-0.0038678327826932833,0.03381483102325
Gynecologic Oncology Group,trial_34055,0.0,0.016583672,0.6,-0.6686133,1.9022586,0.116666675,0.2235268,0.16764511,-0.01666667,1.8162903,0.9,0.011190421554259955,-0.013358391408146712,-0.004607225027627915,0.0026228255060808696,-0.0003348781924932138,-0.0022925563727436617,0.000206169761632727,-0.004648186715219369,-0.01654108595635626
Alcon Research,trial_3110,0.0,0.22013645,1.9,0.5272527,2.7958932,0.25,0.19867049,0.4182536,0.0,2.7082818,1.8,-0.034165266614349085,-0.007760857877207007,0.009294327613638308,0.04636611703677699,0.0003736904673552233,0.0003652599708243269,0.0013676422713540133,0.008511928737634601,0.0074859795369848145
GlaxoSmithKline,trial_32389,0.0,0.15669718,0.6,-0.13604994,0.052566737,0.2,-0.092438534,-0.43873063,-0.03333334,0.03723477,2.2,0.0035209718710393647,-0.0038095198252368705,-0.0028949874146624466,0.026621700498762457,-0.0006785294844881671,-0.008501894209224424,-0.0024250710694329056,-0.008191946641067033,0.016522039106552255
Bioverativ Therapeutics Inc.,trial_12954,0.0,-0.21689108,1.2,0.058481295,5.50308,0.0,0.074422576,0.16631612,0.16666667,5.302669,1.2,-0.010417853912571443,0.005214326543516688,0.0004121528617237696,-0.03161369081703907,0.0007110090192533039,0.0022411631366224876,0.006374493037802141,0.009958592700061194,-0.006172844702930887
GlaxoSmithKline,trial_31024,0.0,-0.7377485,1.3,0.96373594,0.1084189,0.0,-0.1246016,-0.2566616,-0.06666666,0.10622861,1.8,-0.013274812588308121,-0.016415467177507248,-0.002988370794551537,-0.029867718097000496,-0.001171258044592689,-0.004127540326561803,-0.00318683249407024,-0.005217722433291202,0.012496277012018255
"Aristea Therapeutics, Inc.",trial_5964,1.0,0.3532075,0.2,-0.16828184,3.4726899,0.033333335,6.0504673e-05,-0.028858956,-0.01666667,2.42026,0.4,0.02473884885082953,0.009868650739085483,-0.0053668188324459045,-0.019488346410859794,0.0004929744396722904,0.0019471052088777079,0.0014047710899553864,-0.00716271829672947,-0.025568013874944884
Hoffmann-La Roche,trial_36840,0.0,0.075476706,1.5,0.9617726,0.15770021,0.3833333,0.06057147,0.018173844,0.03333334,0.1500342,1.9,-0.019219086692988642,-0.018619981990226037,-0.0012728248567642501,0.05726726052307609,0.00037310008313171946,-0.002330625086735603,-0.0024304402600469803,-0.007063112235284061,0.006605580300660221
"Eisai Co., Ltd.",trial_24011,0.0,-0.21022034,0.7,0.09321736,4.652156,0.0,0.015502011,0.08503732,-0.03333334,4.0914445,0.6,0.010070170500897802,0.003890159636130109,-0.0006750068501919719,-0.02848388995421559,0.00030925302782507536,0.0012321220578934086,-0.001626170346420265,-0.0009245871536184194,-0.022457604492257813
Johns Hopkins University,trial_42309,0.0,1.062308,1.0,-0.8188718,0.70308006,0.5333333,0.1505528,0.20422974,0.083333336,0.6335386,3.4,-0.0026942164171341572,0.013943794292202116,0.002964062739938247,0.09194176304870064,-0.002215434475161557,0.0013414649083468711,0.00042572467456294445,-0.002232326041517529,0.02318413147664978
Abbott,trial_1229,0.0,-0.8054091,1.8,0.6153616,0.40082136,0.0,0.100130394,0.10625096,2.9802323e-09,0.5678302,2.0,-0.03798079154061269,-0.015548903086117633,-0.0042970247680409555,-0.030884983899875384,-0.0005752745688634794,-0.004310718797975862,0.001065753426973779,-0.0010141226369594796,0.01862001116875035
Taipei Medical University Shuang Ho Hospital,trial_78099,1.0,0.5501165,0.2,-0.15189892,7.418481,0.15,0.07472177,0.14944354,0.0,3.7092404,0.3,0.02542257033786154,0.007830011018178113,-0.014176051744677126,-0.00968307409102089,0.0001241465987170772,0.00031231990973388976,0.0009236974169138552,-0.011617363071639216,-0.02834798660072556
University of Nebraska,trial_87644,0.0,1.2255882,0.8,-0.8249124,3.4726899,0.36666667,-0.047250442,-0.09026097,-0.05,3.1589322,2.6,0.002146130867942702,0.01363368380375649,0.01340128823535242,0.07734437921690093,-6.869579472312968e-05,-0.0005569005623817644,0.0010541320522640286,0.005202987008314647,0.011715975344377511
Kyunghee University Medical Center,trial_44234,0.0,0.13717791,1.2,-0.23605032,8.588091,0.0,-0.06993321,-0.059574746,0.05,7.7689257,2.6,-0.01738135259388946,0.01295556306690584,0.029073391180254683,-0.027414203128041787,0.0005094116131254609,0.001994305234949566,0.004671352178837506,0.00614832369596553,0.014103358109743563
Massachusetts General Hospital,trial_47443,1.0,0.12675257,1.0,-0.29570973,0.60123205,0.1,-0.009951425,-0.059007406,-0.083333336,0.7003422,2.3,-0.002538093980867416,0.008114514636429572,-0.003060577801448517,-0.000969855464906827,0.0004789910438508448,0.0012047441752554538,0.0006768820315775599,-0.0008313348468779881,0.017282916183641646
"CrystalGenomics, Inc.",trial_21236,0.0,-0.061839372,0.3,-0.039618928,5.598357,0.0,-0.088475205,-0.17541207,0.016666666,4.831212,0.8,0.018981947075633797,0.009139218111590913,0.007153099160059409,-0.026902190762875762,0.0002549135678868628,0.00182203354404719,0.002340982693736718,0.0012357480538681023,-0.014775987286266173
Cinnagen,trial_20222,0.0,-0.6036726,1.9,1.1624651,4.859137,0.0,0.1161985,0.17172131,0.0,4.578782,1.4,-0.03356806662294549,-0.02444239193375294,0.014003357590694218,-0.03011558505263749,0.00412313620787374,0.0009657006579124602,-0.00014526662405352138,0.021965013343263833,-0.0016615049289539455
Population Health Research Institute,trial_68612,0.0,-0.08099166,2.0,1.2597585,9.39959,0.1,0.00700351,0.18683702,0.0,8.572759,2.9,-0.03212816881464096,-0.025377250019338222,0.02680070801074591,-0.0029595250091751972,0.0015858808430623192,0.0050585076642326015,0.0010781698981725345,0.005107822257210864,0.01677630867648986
IlDong Pharmaceutical Co Ltd,trial_38099,0.0,0.28688398,0.4,-0.045296155,1.7971252,0.06666667,-0.04238676,0.017398657,-0.03333334,1.9482546,1.0,0.012803278994408173,0.0066461688365919884,0.007079230509708473,0.00876382745527354,-0.0002629038826614237,-0.000828979756717271,-0.001547226058941117,0.0022538039049683142,-0.004781472479317017
University of Cincinnati,trial_85874,0.0,1.2829106,1.0,-0.84343195,3.00616,0.54999995,0.06458197,0.1555706,-0.033333324,2.755373,2.4,-0.005385033543600003,0.013949900032092575,0.01564996792646779,0.088442414229538,0.00034657240152806033,-0.001293968915072638,-0.0011453620194500284,0.006295695828140791,0.008749537518262514
Dynavax Technologies Corporation,trial_23487,0.0,0.18147679,0.9,0.5319838,4.5995893,0.28333333,0.23267297,0.427965,0.16666667,4.5059547,2.4,-0.005525735813775099,-0.01713134271737298,0.012548813666881875,0.020657184239384233,0.0001609349883025566,-0.01144223371459185,0.00016297840798475596,0.0070010423590381385,0.017743208241699903
American University of Beirut Medical Center,trial_4596,0.0,0.7826878,0.7,0.105070055,1.6032854,0.28333336,-0.038140547,-0.023211697,-0.033333335,1.370568,0.4,0.00966325141582638,0.003105424433440925,-0.00595967549069116,0.033834413957307886,0.0003425147209952789,0.002585312234381671,0.00011363708065016062,-0.0042589699167363115,-0.024019883612229023
Jules Bordet Institute,trial_43151,0.0,0.2653195,0.4,-0.036704082,5.9991784,0.18333334,-0.13414656,-0.20686486,-0.06666667,3.6303902,0.6,0.017990089088445526,0.008925621661623142,-0.0016471457882116561,0.004726152499001326,-0.0006831078390769218,0.0010624440298629644,-0.00012211344866232946,-0.008010092395657385,-0.02456812663539313
"Xiaobo Yang, MD",trial_93418,0.0,-0.2921606,0.1,-0.04557013,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.025707434125404695,0.005865776472710277,-0.012408627902279486,-0.027894931493025625,0.0004425976382107534,0.0015883687016259457,0.001249877513078113,-0.00288795171044803,-0.02845271766684891
Pfizer,trial_65930,0.0,-0.52907354,1.1,0.12751485,0.20041068,0.033333335,0.14018802,0.1005002,0.16666667,0.16755646,1.0,-0.014768763656378725,-0.010873334246448976,-0.0057269835228105775,-0.0008493295417792534,-0.0001525491645221995,-0.0014379596451576453,0.0020693097256223154,-0.004771249721392529,-0.0064431237728276745
National Institute of Mental Health (NIMH),trial_58021,0.0,0.80040187,0.4,-0.7579235,1.803696,0.3,-0.01159727,-0.030986678,-0.083333336,2.017796,1.5,0.010873765068638021,0.013394922960246799,0.001117060034866667,0.05580685879289928,-0.0007763890281720664,-0.0052161215264088494,0.0016916588787932404,0.0052375936221440945,0.004577346391131869
The Hospital for Sick Children,trial_79966,1.0,-0.19252454,1.2,0.1716933,0.7063655,0.1,0.13993227,0.3121929,-0.15,0.7233402,3.2,-0.00859918245545123,-0.013908309853405904,-0.0009889315726872992,-0.0019664942838323782,-0.0014027162350343484,-0.006453895678867158,-0.0005051341138997346,-0.0014457393137081397,0.025711309898149924
Atlantic Health System,trial_9401,1.0,0.70318705,0.1,0.047911167,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.026129556496161964,0.0056648412302984785,-0.014534910043951446,-0.00509766016621623,0.0005277204143932611,0.0023186902774183175,0.0014674783098709847,-0.004924095329157217,-0.028460974511035603
AstraZeneca,trial_9295,0.0,-0.4409142,1.4,0.7701526,0.22669403,0.116666675,0.04978664,-0.17957482,0.01666666,0.23162217,2.7,-0.01842540655506309,-0.019103673830374344,-0.00300199653560478,-0.0071414004740661206,-0.000791084040187028,-0.007701818646707201,-0.003785992222629589,-0.005959777299818167,0.024777280290727503
Grifols Therapeutics LLC,trial_33617,0.0,1.0954448,1.6,-0.18225154,5.7034903,0.2,-0.13977653,-0.080056325,0.1,5.0688567,2.2,-0.023858745598146925,0.013561147998824144,0.025551149980722176,0.07242768712459233,-0.0007361403505165122,0.004789234995790183,0.0026115484829434526,0.019988896607634095,0.010435161412402524
"Otsuka Pharmaceutical Co., Ltd.",trial_64592,0.0,-0.51144195,1.0,0.17435387,1.7051334,0.0,0.10695465,0.24927215,0.1,2.075291,1.0,-0.009246069639048074,0.003150574868342173,-0.0005681508812936164,-0.03184039591086378,0.0014869413417168866,0.0011680184407018444,0.001166360350357489,0.002734748540126684,-0.006950826937216335
Pfizer,trial_67878,0.0,0.28326917,0.6,0.06452775,0.29240245,0.06666667,0.026594251,0.016400147,-1.1920929e-08,0.29295003,2.4,0.0074635302550159375,0.0029347130435148027,-0.003754095620331778,0.013137401651658675,-0.0003290812022412189,0.0017958978627150893,-0.0001741547097302648,-0.005169394302877006,0.016764254085341233
Bristol-Myers Squibb,trial_15165,0.0,-0.44815415,1.0,-0.12813887,4.6981516,0.0,0.094467685,0.051764585,0.13333333,4.480767,0.9,-0.0018177482518949544,0.00017152130034123566,0.009094959347237957,-0.034998504048911715,1.6404459291876867e-05,-0.0027139708768782076,-1.3819178519256002e-05,0.018780569940843327,-0.012873594863689502
Hospital Universitario La Paz,trial_37295,0.0,-0.21102752,0.3,-0.018992364,6.807392,0.0,0.031620428,0.063240856,0.05,3.403696,0.3,0.028299549760529775,0.007614041626495585,-0.012006019278340802,-0.03201475617394832,0.0005176070030092376,0.001677082664074805,0.002077373962537206,-0.009559234129783229,-0.0326800578017137
"SanBio, Inc.",trial_72024,0.0,-0.32934895,0.1,0.066862024,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.028706558000529188,0.006270518390496876,-0.012453780615003318,-0.0291055792817193,0.0005885756964282283,0.002196404562281806,0.0011787362574624274,-0.00688013125019013,-0.028577000492863592
Chong Kun Dang Pharmaceutical,trial_19969,0.0,-0.1448741,0.2,-0.2775842,0.85749483,0.0,0.004352403,0.031055659,-2.9802323e-09,0.9023956,1.0,0.02251582757834695,0.009322022557441806,-0.0008707417409194304,-0.0316798129740746,0.0003300606388534907,0.00016086667058687402,0.001521952179690773,7.27097818235857e-06,-0.006915054000142845
Stony Brook University,trial_76840,1.0,0.66457397,0.6,-0.24550132,7.4940453,0.116666675,-0.00022619012,-0.05352185,-0.05,8.04271,3.0,0.0063829595900606355,0.007085041237249073,0.012581405211242524,-0.011759724088850348,0.00017178224530829027,0.001551424103222174,0.0009653076743437499,0.03628271301533712,0.018906592220642775
Emma Guttman,trial_26004,0.0,-0.1916778,0.2,-0.061496668,6.3572893,0.0,0.024814798,0.049629595,0.0,3.1786447,0.2,0.027440964555135,0.006937859504959444,-0.010298699435909133,-0.034646413575598264,0.0004288492410278157,0.0014486546090435222,0.0012007589547673395,-0.015490589339250311,-0.03179407412710134
pharmaand GmbH,trial_94530,0.0,-0.31338668,0.6,0.23374054,8.35811,0.0,-0.021479666,0.012744034,0.04999999,8.688843,0.8,0.01294531120208558,0.0020775446322854395,-0.010828690834099151,-0.028416741473594326,-0.001340492350862477,-0.0005176749575712829,-0.0006228957469433406,0.014594591304406327,-0.014058262858598028
"Eisai Co., Ltd.",trial_24025,0.0,-0.2824739,0.7,-0.09521404,2.4016426,0.0,-0.11020018,-0.08526681,-0.116666675,2.547296,1.0,0.0108115302514052,0.006733367273710889,0.002937255902880815,-0.02872277547929713,-0.0006950410348837006,-0.0007563442799125916,-0.003733795593511903,0.008894853639389586,-0.006762322091824899
University of Birmingham,trial_84705,0.0,-0.061623096,1.1,0.23976009,4.497741,0.0,0.03346821,0.17776564,0.11666666,4.7036276,2.2,-0.01096123556647217,0.0022102871110986134,0.011025671799934248,-0.027201070415435437,0.0005375125901142428,-0.0001328532854111027,0.0034382902051611846,0.01410159544322313,0.01303072213375708
Makerere University,trial_46844,0.0,-0.52937496,1.6,0.77436525,4.5995893,0.0,0.074678145,0.08123469,0.0,4.1850786,1.3,-0.01734202944516437,-0.009608395879167345,0.0036133229683277452,-0.03606547358768166,0.0007990673994476359,0.0016775395653471988,0.0009771914921348857,0.008218209499112462,-0.00584583103829209
"University of California, San Francisco",trial_85277,0.0,-0.035568357,1.4,-0.2701198,1.1991786,0.16666667,0.23896869,0.22216901,0.18333335,1.147707,2.7,-0.02506629203597549,-0.0319087403293425,0.0014858936667095726,0.03326365681207048,-0.0007801022482970927,-0.009439004694586018,0.0048234937196186415,0.004165338519657497,0.03207378040907497
Octapharma,trial_63368,0.0,-0.39871788,2.0,-0.0861375,4.5240245,0.0,0.024306338,-0.015579107,0.0,4.9084187,2.1,-0.05243591778923292,-0.0016577659313233254,0.016826939301050753,-0.045994438961209014,2.4078206466606584e-05,0.0004255393899646494,0.0009308958094348243,0.021077112986869765,0.022010163157850912
Stanford University,trial_76387,0.0,0.00058887014,1.0,-0.5523273,3.6008213,0.0,-0.15662183,-0.1356816,-0.06666667,3.3555095,2.5,-0.006975337136827875,0.010206704270025435,0.012975677398378339,-0.03211923695769211,-0.0029842729342960507,0.0030616312413218813,0.0014195621175453837,0.0015756051778829452,0.02527485840342706
Astellas Pharma Inc,trial_7232,1.0,-0.12239167,1.0,0.6286549,0.39425054,0.1,-0.08644077,-0.07597711,-0.15,0.39863107,1.0,0.0004273441117838957,-0.0071936970133508,-0.004226342369077563,0.021251784953714187,-0.00031442726112703876,0.00020981593180503192,-0.0018456195571849025,-0.006306462036298916,-0.007842267704305414
National Institute of Allergy and Infectious Diseases (NIAID),trial_57320,0.0,-0.031457633,0.4,0.42463595,0.25954825,0.0,0.027021345,0.06467635,-2.9802323e-09,0.29897332,2.4,0.01644539583660662,-0.0021474003564186427,-0.0022884205483677473,-0.02298526774151472,6.74331117864208e-05,0.002619664494876062,0.0012746909256856796,-0.005144679928514974,0.022329160158944435
"EMD Serono Research & Development Institute, Inc.",trial_23644,0.0,0.60667574,1.0,-0.07781972,1.622998,0.4,-0.05633502,-0.057352066,-0.15,1.3404517,1.5,0.0014939430343220005,0.00673163616381766,0.010603579775842854,0.050590692745176004,0.0007433043606625939,0.0010379341126427106,-0.0008870089415478576,-0.001110454076493661,-0.0007262326421659963
Washington University School of Medicine,trial_92351,0.0,0.57263106,0.6,-0.43105587,0.45667356,0.3833333,0.18882015,0.33867976,-0.05,0.73867214,3.3,0.006711516877752728,0.009227140226151072,-0.003202287189571559,0.031643352689807655,-0.0011640727019890807,-0.00251448278704439,-0.0006539153165820604,-0.0033354420529570503,0.028693495840809193
GlaxoSmithKline,trial_31063,0.0,-0.5135238,1.0,0.39745197,0.095277205,0.0,0.03255842,0.0074955286,0.016666671,0.13360712,1.3,-0.008618254363653249,0.00032344182488222096,-0.00351302175854563,-0.02699160553863511,0.0007912811941252366,0.0032927084496786304,0.0033602607662270847,-0.005762504817552256,0.001292890708195046
The University of Texas Health Science Center at San Antonio,trial_80315,0.0,0.7056608,0.7,-0.60331875,6.1995897,0.23333332,0.008183976,0.025033379,0.016666666,7.2125945,1.5,0.0007949596903054042,0.013232547189594667,0.0008904312839894564,0.042362351824303306,0.0004523140162782692,0.0007326943559144372,0.0010871713958868,0.012303859682834026,0.00012734219133562883
"Impax Laboratories, LLC",trial_38252,0.0,-0.0993616,0.7,-0.045639582,6.2028747,0.0,-0.067362264,-0.1708915,-0.05,4.9357977,0.5,0.012955258765374308,0.005610868258836546,0.002013837008576049,-0.03345499730800523,0.0006031468142578747,0.0013258973276635863,0.000524431460674985,-0.009096209768459314,-0.025295219836290926
Xenon Pharmaceuticals Inc.,trial_93341,0.0,1.0795777,0.7,-0.21167712,15.2542095,0.13333334,-0.12795237,-0.13252607,0.116666675,15.229022,1.0,-0.0010619364766462232,0.013896356196206966,0.014936657626945451,0.05883532384262985,-0.00122764911621513,0.0011361243132271032,-0.0005585877410456864,0.038245008661095745,-0.005508905589704227
BioDelivery Sciences International,trial_12214,0.0,-0.27770314,1.5,0.59143114,6.1010265,0.116666675,0.01813351,-0.21558881,-0.1,5.397399,1.0,-0.01802492177736712,-0.00969699585962134,0.036063493649413345,-0.004571176796410316,0.00026072471994607324,-0.0016670173833784954,-0.0019603199331084094,-0.006569962486495063,-0.0033709493570931947
Boehringer Ingelheim,trial_14473,0.0,0.29262805,0.1,-0.4314805,0.29240245,0.1,0.058452785,0.107595004,0.033333335,0.29568785,1.0,0.02159315959250671,0.012332959078347267,-0.003880638034237266,0.01780896831506437,0.00018122612866060308,-0.0008125533802729263,0.0012711469496756466,-0.006086721780377847,-0.005970966845634393
Assiut University,trial_6867,0.0,-0.35839888,1.0,0.27694497,1.1006159,0.0,-0.024742031,-0.043587707,-0.016666675,1.0507871,1.9,-0.006170974501466844,0.0014005132900061772,-0.0003980558799122888,-0.02789608335463955,0.00013231430884706632,0.001399825097490006,-0.005892865697800055,-4.2096972691978325e-05,0.012105947273768833
Biotest,trial_12927,0.0,0.12571937,0.8,0.22369811,4.4057493,0.033333335,0.074009106,0.09691258,0.03333333,4.0060234,1.1,0.007202581271470989,0.0014008768483010304,-0.0019190991602452887,-0.01732335913401001,0.0008144840530813432,0.0014461265977103095,0.0018546028292572986,-0.0014282140281967972,-0.01605919592655846
Children's Oncology Group,trial_19494,0.0,-0.48564026,1.4,0.45588136,2.4016426,0.0,-0.15088113,-0.32712516,-0.083333336,2.4859684,2.0,-0.017848576515352762,-0.007787014683160643,0.0025405024906853856,-0.037467362682826785,-0.002449371019051884,0.0005428968278840603,-0.0009691903246864836,0.0031254066689003603,0.012972424138730277
Novartis Pharmaceuticals,trial_61911,0.0,0.7112626,1.3,0.5888191,0.2694045,0.35000002,-0.15793113,-0.16323544,0.06666666,0.28254622,2.8,-0.009276107661367858,-0.0010595469148776521,-0.0028362412839235485,0.07051084734853626,0.0009914634047302692,0.0016896985434532129,0.0024332415171059423,-0.0054526635745700556,0.024237895255078912
Novo Nordisk A/S,trial_62924,0.0,-0.7767826,1.2,1.1263793,0.26611912,0.0,0.09578669,0.29331923,0.09999998,0.37125254,1.5,-0.010365483502973801,-0.025281157816926376,-0.004126330769175188,-0.0281695371596734,0.0006640667654363612,-0.0005819272403597812,0.001591609854870516,-0.005701552725756865,0.00453632228008064
Montefiore Medical Center,trial_52873,0.0,0.83338696,1.4,-0.010013724,1.1728953,0.38333336,-0.11780033,-0.004274535,0.083333336,1.178371,2.4,-0.015396137910604013,0.008189473513085903,0.003147285508968559,0.08087007763909097,-0.001500633701216054,0.0056703748660536565,0.00013660843562037504,0.0032373603930182654,0.015030367842919076
University of Oxford,trial_88157,0.0,0.2129849,0.5,0.49836883,1.3765914,0.1,0.02797291,0.09044131,-0.01666667,1.2528406,2.6,0.012105037390603684,-0.00700762965818925,0.004056057117105329,-0.004228191964090244,0.00016595186563090494,0.0019331385525217018,0.0008169546240698383,0.0004527839910488869,0.01847700983560935
Helsinn Healthcare SA,trial_35589,0.0,0.77908003,1.2,0.5194205,6.603696,0.16666667,0.018594887,0.007976057,0.033333328,7.8587265,1.0,-0.011571339445188641,-0.007692673490024564,0.013702381563307922,0.06131832283514695,0.0015467003931513908,0.0014059528788240173,0.0015357480577042294,0.02617837461834872,-0.005108263210800943
"Hyundai Pharmaceutical Co., LTD.",trial_37629,0.0,-0.01985872,0.3,-0.057395447,8.634086,0.0,0.016809618,-0.002233772,-0.01666667,7.4732375,0.7,0.020156400002539158,0.004842979201631408,0.004608845040296147,-0.032562838757063,0.0009113499940667962,0.001298955956871695,0.0012636499072123104,-0.007620237868590335,-0.019491537192472607
